"Date","AAPL","MSFT","AMZN","GOOGL","BRK-B","JNJ","NVDA","PG","MA","JPM","HD","UNH","ADBE","VZ","CRM","DIS","NFLX","INTC","MRK","T","WMT","PFE","CMCSA","BAC","PEP","KO","ABT","CSCO","TMO","XOM","MCD","COST","ACN","CVX","AMGN","MDT","NKE","NEE","BMY","QCOM","TXN","UNP","DHR","LOW","LLY","ORCL","HON","UPS","IBM","AMT","C","SBUX","LMT","MMM","BLK","BA","WFC","RTX","MDLZ","GILD","MO","CAT","BKNG","CVS","TGT","AXP","CL","GS","MS","DUK","GE","SO","FDX","USB","BIIB","DD","EMR","COP","EXC","GD","COF","BK","MET","ALL","WBA","F","SLB","AIG","SPG","OXY"
"2006-11-01",2.827143,28.809999,37.560001,233.983978,69.860001,67.18,21.453333,63.040001,8.507,46.93,37.349998,48.299999,37.759998,33.247963,9.5,31.301645,3.935714,21.02,45.669998,33.759998,48.849998,26.540001,13.283334,53.580002,63.349998,23.32,22.752115,24.1,42.77,71.059998,41.860001,52.91,32.98,66.980003,75.279999,48.66,11.42375,51.59,24.620001,35.73,29.969999,22.690001,26.690674,29.620001,55.990002,18.469999,40.232193,74.199997,91.800003,36,500.899994,18.799999,87.309998,78.839996,149.050003,80.059998,35.990002,40.434235,34.360001,16.895,81.449997,60.5,40.529999,29.059999,57.700001,57.650002,32.005001,185,73.769997,55.436939,33.557693,36.610001,112.5,33.709999,47.77,57.841682,41.790001,45.5103,62.310001,71.550003,76.860001,35.891457,51.336899,61.040001,42.110001,8.52,62.57,1335.400024,90.048439,44.339081
"2006-11-02",2.820714,28.77,37.450001,235.190186,69.459999,67.900002,21.306667,63.27,8.76,46.900002,37.200001,48.619999,37.66,33.265949,9.75,31.272051,3.814286,20.68,45.400002,34.02,48.290001,26.690001,13.376667,53.549999,63.209999,23.355,22.771309,24.049999,42.880001,71.190002,42.049999,53,33.330002,67.790001,75.290001,48.919998,11.6,51.400002,24.469999,36.360001,29.74,22.715,26.557999,29.469999,56.369999,18.27,39.917583,74,91.68,37.049999,497.399994,18.66,87.059998,78.879997,146.970001,79.199997,35.869999,40.484581,34.41,17.002501,81.360001,60.560001,39.709999,28.860001,56.959999,57.459999,31.780001,187.389999,74.160004,54.896519,33.375,36.040001,112.089996,33.720001,47.709999,58.126335,41.48,45.5103,61.889999,70.93,76.660004,35.912655,50.891266,61.150002,42.209999,8.56,61.950001,1333.599976,88.498444,44.731888
"2006-11-03",2.796072,28.73,37.459999,236.136139,70.019997,67.809998,21.733334,63.400002,8.951,46.889999,37.200001,47.830002,37.75,33.005146,10.12,31.459484,3.814286,20.51,45.099998,33.720001,47.529999,26.549999,13.34,53.43,63.240002,23.25,22.857672,23.77,42.970001,72.150002,41.240002,51.82,33.09,68.910004,74.870003,49.009998,11.57125,50.98,24.530001,36.470001,29.57,22.547501,26.656557,29.049999,56.080002,17.780001,39.765041,73.199997,91.410004,37.02,495.899994,18.235001,87,78.580002,145.350006,79.970001,36,40.258022,33.959999,16.965,81.18,60.43,39.700001,28.790001,56.029999,57.060001,31.834999,187.130005,74.279999,54.199196,33.432693,35.77,112.07,33.57,47.52,57.798985,41.105,46.478439,60.950001,70.529999,76.559998,35.965656,50.784313,61.48,42.82,8.38,63.5,1336.400024,87.347542,45.277985
"2006-11-06",2.846786,28.84,38.209999,238.713715,71.739998,68.419998,22.393333,63.560001,9.63,47.650002,37.220001,48.41,38.540001,33.256954,10.5025,32.02179,3.894286,20.82,45.810001,34.299999,47.490002,26.99,13.616667,54.209999,63.279999,23.405001,22.776106,24.68,43.34,72.910004,41.830002,52.41,33.700001,69.769997,75.110001,49.59,11.60375,51.029999,24.73,36.139999,29.74,22.8025,26.895376,28.82,56.669998,18.1,40.041519,74.599998,92.599998,37.389999,502.200012,18.74,87.690002,79.589996,144.270004,80.480003,36.34,41.000629,34.139999,17.205,81.279999,59.849998,39.98,29.84,57.200001,58.16,32.029999,190,76.040001,53.51931,33.91346,35.689999,113.940002,33.709999,48.41,58.667179,41.279999,46.539425,60.68,71.440002,78.68,36.527454,51.096256,62.259998,43.490002,8.66,64.349998,1350,88.03437,46.49472
"2006-11-07",2.875357,28.950001,38.77,236.521515,71.419998,68.709999,22.733334,64.110001,9.25,47.490002,37.23,49.57,39.610001,33.158031,10.7325,32.406525,3.948571,20.799999,45.900002,34.299999,47.650002,27.290001,13.546667,54.419998,63.400002,23.459999,22.963228,24.84,44.360001,72.529999,41.669998,52.580002,33.099998,68.910004,75.209999,49.509998,11.55875,50.93,25.08,36.389999,29.74,22.764999,26.861259,29.33,56.98,18.200001,40.441936,75.309998,92.75,37.619999,504.799988,18.535,87.489998,79.419998,145.809998,84.849998,36.389999,41.227188,34.380001,17.4375,80.330002,59.919998,40.139999,29.93,57.32,58.450001,32.5,188.679993,75.900002,53.449577,34.173077,35.66,115.029999,33.810001,48.799999,58.112103,43.715,46.493687,59.630001,72,77.57,36.834854,51.470589,62.610001,43.610001,8.73,64.010002,1357.400024,86.76281,45.632465
"2006-11-08",2.944643,28.98,39.470001,237.737732,71.860001,67.989998,23.066668,64.040001,8.844,47.639999,37.25,48,39.810001,33.149036,10.525,32.653149,4.125714,20.709999,44.34,34.369999,47.029999,26.620001,13.616667,54.610001,63.529999,23.440001,22.684944,25.1,43.830002,74.129997,42.029999,52.470001,33.439999,69.510002,74.760002,49.450001,11.6225,52.119999,24.809999,36.279999,29.35,22.924999,27.399546,29.52,56.48,18.360001,40.356133,74.93,92.589996,37.290001,505.700012,18.665001,86.449997,79.419998,144.449997,85.449997,36.799999,41.258652,34.360001,17.245001,81.449997,60.099998,40.400002,29.620001,57.639999,59.07,32.5,188.770004,75.540001,54.16433,34.21154,35.93,114.889999,33.889999,48.66,58.211731,44,47.545685,59.599998,70.489998,77.5,36.654652,51.167557,62.59,43.279999,8.63,65.279999,1367.599976,87.02269,46.92585
"2006-11-09",2.976429,29.26,38.84,236.551544,71.32,66.150002,23.526667,63.799999,8.82,47.240002,36.849998,45.27,39.689999,32.474545,10.395,33.126671,4.131429,20.42,42.880001,33.419998,46.389999,25.84,13.556666,54.509998,62.689999,23.325001,21.994032,26.709999,43.369999,74.610001,42.09,51.740002,33.369999,70.199997,73.529999,49.02,11.595,52.52,24.58,34.830002,28.66,22.67,27.346474,29.1,54.869999,18.540001,40.232193,74.389999,92.419998,36.959999,506.100006,18.459999,85.370003,78.900002,143.229996,85.110001,36.73,40.84959,34.150002,16.764999,80.860001,59.200001,39.830002,28.610001,56.57,58.91,32.525002,184.779999,74.849998,54.234062,33.932693,35.810001,113.480003,33.849998,47.07,57.969776,43.605,48.26226,59.66,70.279999,76.419998,36.781853,51.256683,62.490002,42.110001,8.56,64.970001,1360.800049,87.523888,47.002495
"2006-11-10",2.968571,29.24,39.259998,237.012009,71.400002,66.290001,22.959999,63.700001,8.92,47.610001,36.639999,46.110001,39.41,32.006897,10.55,31.962601,4.197143,20.58,43.119999,33.049999,46.470001,25.709999,13.436666,54.77,62.549999,23.235001,22.056406,26.74,45.029999,74.419998,41.970001,52.900002,33.869999,69.540001,73.459999,48.959999,11.75875,52.990002,24.42,35.240002,28.74,22.785,27.232752,29.17,54.139999,18.780001,40.556339,75.559998,91.760002,36.060001,506.299988,18.895,85.75,79.190002,141.759995,85.620003,36.669998,40.943989,34.25,16.834999,80.93,59.599998,40.610001,28.959999,57.939999,58.860001,32.619999,187.059998,76.68,54.966248,33.817307,36.07,114.75,33.66,47.5,58.083637,43.779999,48.094551,60.049999,70.349998,77.519997,36.993851,51.639927,63.060001,42.369999,8.58,63.299999,1392.599976,87.969398,46.609688
"2006-11-13",3.0125,29.35,39.990002,240.755753,70.959999,65.940002,24,63.25,9.655,47.66,36.400002,46.75,40.09,32.330654,11,31.82449,4.212857,21,43.459999,33.060001,46.32,25.889999,13.483334,54.459999,61.41,23.205,21.90287,26.68,43.619999,74.43,41.509998,52.130001,33.779999,70.349998,72.699997,48.900002,11.765,53.310001,24.41,36.200001,28.959999,23.137501,27.501896,29,54.060001,19.18,40.96629,76.260002,92.07,36.240002,506.899994,19.219999,86.860001,79.5,141.619995,85.690002,36.490002,41.107616,34.799999,16.7675,80.839996,59.52,41.349998,28.99,57.759998,58.970001,32.435001,187.729996,77.330002,55.297478,34,36.029999,115.410004,33.700001,48.27,58.354061,44.035,48.079304,58.889999,71.300003,77.5,36.993851,51.809269,63.02,42.07,8.87,63.200001,1413,88.29425,46.14024
"2006-11-14",3.035714,29.23,41.509998,244.894897,71.199997,66.559998,24.24,63.200001,9.52,47.75,37.959999,47.439999,40.509998,32.726357,10.875,32.090843,4.155715,21.879999,43.889999,32.959999,47.66,26.25,13.52,54.830002,61.939999,23.275,22.157164,26.639999,43.709999,74.449997,41.27,52.43,34.110001,70.379997,73.139999,48.959999,11.8375,53.200001,24.440001,37.560001,29.66,22.8675,27.668688,30.23,53.849998,19.17,40.956757,77.610001,93.290001,36.540001,507.5,19.24,88.040001,80.089996,141.619995,85.739998,36.709999,41.290119,35.240002,16.9,81.139999,60.360001,40.91,28.92,59.16,59.34,32.365002,190.360001,78.230003,55.454372,34.221153,36.209999,115.5,33.720001,48.310001,58.652946,43.825001,48.37661,59.18,71.910004,77.050003,37.205853,52.183601,63.41,42.27,8.8,64.279999,1424.800049,89.111015,46.178562
"2006-11-15",3.001786,29.120001,42.599998,246.211212,71.400002,66.540001,23.84,63.119999,9.53,47.450001,37.619999,47.959999,41.389999,32.456558,10.5975,32.248684,4.25,22.32,44.150002,32.459999,47.68,26.530001,13.423333,54.48,61.240002,23.325001,22.545801,26.6,43.939999,74.800003,41.099998,53.009998,34.349998,69.949997,73.610001,48.330002,11.93625,52.529999,24.5,37.700001,30.17,22.809999,27.8279,30.540001,54.369999,19.120001,41.328568,77.910004,93.110001,37.779999,504.700012,19.485001,88.540001,80.709999,144,87.080002,36.23,41.283825,35.310001,16.967501,82.25,61.450001,40.18,29.42,58.27,59.48,32.16,193.110001,78.660004,54.757053,34.41346,36.080002,117.309998,33.689999,48.970001,58.852203,43.994999,48.773014,58.740002,73.849998,77.089996,37.396652,52.210339,63.889999,42.790001,9,65.449997,1439.800049,88.526283,46.628849
"2006-11-16",3.0575,29.469999,42.84,248.198196,71.290001,66.529999,24.146667,63.52,9.452,47.849998,37.810001,47.619999,41.849998,32.321659,10.4925,32.613689,4.181428,22.33,44.650002,32.400002,47.91,26.76,13.456667,54.900002,61.799999,23.57,22.785702,27.15,43.75,72.669998,41.669998,53.419998,34.970001,68.550003,72.440002,48.810001,11.90375,52.41,24.66,37.799999,30.26,22.997499,27.687643,30.709999,54.560001,19.1,41.299969,78.580002,93.470001,37.700001,506.600006,19.715,89.480003,80.290001,145.380005,88.709999,36.5,42.013844,35.599998,17.07,83.57,61.369999,39.849998,29.610001,58.549999,59.57,32.825001,196.720001,78.68,54.913952,34.576923,36.130001,118.139999,33.970001,49.950001,58.99453,44.259998,47.469452,58.5,74.940002,75.599998,37.91605,52.620319,64.279999,42.720001,9.03,62.650002,1447.199951,88.814011,45.23008
"2006-11-17",3.066072,29.4,42.549999,249.644638,71.160004,67.239998,24.213333,63.860001,9.479,47.66,38.279999,47.25,41.450001,32.411591,10.43,32.495312,4.131429,22.1,45.060001,33.200001,47.5,27.209999,13.43,54.849998,62.279999,23.629999,22.872066,26.93,44.139999,73.080002,41.82,53.400002,35.150002,69.099998,72.510002,48.709999,11.9475,52.68,24.799999,37.630001,30.040001,22.8375,27.797573,30.48,54.549999,19.459999,40.937687,79.129997,93.809998,37.619999,508,18.709999,89.150002,81.400002,147.169998,89.519997,36.27,41.592197,35.450001,17.3575,85.010002,60.939999,39.759998,29.07,58.220001,59.84,33.005001,195.039993,79.120003,55.262611,34.85577,36.18,117.440002,33.91,50.790001,58.610249,44.075001,47.797249,58.59,73.910004,75.5,38.011448,52.566845,64.480003,42,8.89,63.32,1441,88.591255,45.498337
"2006-11-20",3.088214,29.889999,42.439999,247.772766,71.43,67.010002,24.440001,63.689999,9.619,47.900002,38.41,46.810001,41.310001,32.366058,10.3825,32.672878,4.154286,22.27,44.57,33.209999,47.720001,27.049999,13.596666,54.900002,62.5,23.52,22.915249,27.110001,43.84,72.43,41.889999,53.790001,34.57,69.239998,72.919998,48.950001,12.0425,52.73,24.549999,37.150002,30.17,22.8375,27.615618,30.58,54.380001,19.48,40.689812,79.279999,93.25,37.599998,507.299988,18.375,89.269997,81.379997,148.550003,89.120003,36.16,41.453743,35.549999,17.225,84.889999,60.91,39.52,28.450001,57.900002,59.580002,32.990002,197.449997,79.309998,55.001114,34.596153,36.139999,117.580002,34.009998,51.27,58.396759,44.115002,47.888725,57.900002,72.980003,74.970001,38.287048,52.852051,64.709999,41.869999,8.67,63.25,1438.400024,91.217903,45.163013
"2006-11-21",3.164286,29.92,42.540001,255.080078,71.620003,66.599998,24.059999,63.259998,10.06,47.75,37.919998,46.330002,42.549999,32.79549,10.425,32.781395,4.181428,21.57,44.220001,32.75,47.810001,26.950001,13.56,54.720001,62.560001,23.495001,22.785702,26.799999,44.110001,73.389999,42.060001,53.720001,34.490002,70.220001,72.980003,53.549999,12.0725,52.52,24.5,37.610001,29.67,22.872499,28.423048,30.68,54.049999,19.48,40.918621,79.519997,93.080002,38.27,506.100006,18.285,90.050003,81.639999,149.100006,91.099998,35.779999,41.42857,35.040001,16.877501,84.110001,62.189999,39.889999,28.08,57.709999,59.41,33.415001,199.759995,79.230003,54.547855,34.423077,36.119999,117.580002,33.919998,51,57.044651,44.41,49.0322,58.720001,73.779999,74.980003,37.894848,52.290554,64.75,41.189999,8.56,65.610001,1436.800049,93.417603,46.49472
"2006-11-22",3.225357,29.92,42.959999,254.259262,71.860001,66.769997,24.473333,63.639999,10.326,47.59,38.099998,46.560001,41.810001,32.440742,10.355,32.544636,4.227143,21.73,44.380001,32.669998,48.029999,27.1,13.216666,54.630001,62.540001,23.549999,22.814489,26.91,44.450001,72.910004,42.150002,53.759998,34.259998,69.599998,72.68,53.869999,12.12875,52.82,24.73,37.349998,30.190001,23.157499,28.324488,30.34,54.029999,19.66,41.004425,79.019997,93.519997,38.009998,507.700012,18.190001,89.489998,81.470001,150.160004,90.099998,35.509998,41.403397,35.32,16.637501,84.120003,62.790001,39.950001,28,58.419998,59.889999,33.369999,202.289993,79.199997,54.652454,34.60577,36.119999,118.629997,33.790001,51.98,57.058884,44.52,49.161797,59.27,73.779999,75.620003,38.043247,51.996433,64.769997,41.040001,8.61,65.18,1431.400024,93.696045,45.910305
"2006-11-24",3.2725,29.76,42.41,252.752747,71.75,65.849998,24.653334,63.529999,10.548,47.27,37.720001,46.709999,41.540001,32.440742,10.29,32.465714,4.194286,21.59,44.18,32.669998,47.900002,26.889999,13.25,54.560001,62.34,23.459999,22.526609,26.84,44.470001,72.379997,41.880001,53.509998,34.32,68.839996,72.5,53.450001,12.09125,52.810001,24.469999,37.580002,30.02,22.862499,28.241093,30,53.900002,19.6,40.766083,78.839996,93.349998,38.040001,503.100006,18.155001,89.330002,81.150002,149.75,89.769997,35.57,41.529263,35.18,16.5375,83.75,62.869999,38.75,27.969999,57.709999,59.900002,32.985001,201.600006,78.949997,54.617588,34.317307,36.139999,117.360001,33.720001,51.509998,57.030418,44.5,49.009331,59.650002,73.650002,75.400002,37.947849,51.782532,64.910004,40.66,8.52,65.360001,1424,94.596344,45.929466
"2006-11-27",3.197857,29.48,40.849998,242.617615,71.139999,65.650002,23.540001,62.84,9.899,46.630001,37.59,46.18,40.220001,31.964634,10.0375,32.150036,4.138571,21.02,43.619999,32.68,46.610001,26.969999,13.15,53.919998,61.5,23.275,22.257921,25.799999,43.299999,72.470001,41.099998,53.389999,33.32,68.75,71.879997,52.82,11.985,52.490002,24.59,36.450001,29.379999,22.695,27.445034,30.4,53.580002,18.92,40.22266,78.269997,91.449997,37.400002,498.899994,17.905001,87.82,80.230003,146.979996,87.370003,35.200001,40.805538,34.549999,16.299999,83.419998,61.970001,38.93,27.190001,57.07,58.82,32.505001,193.110001,76.25,53.606476,34.08654,35.68,116.099998,33.470001,51.09,56.005665,42.98,48.933102,59.32,72.559998,75.18,37.439049,51.764706,64.540001,40.099998,8.16,64.629997,1405,91.134369,45.843239
"2006-11-28",3.278929,29.389999,40.919998,244.994995,70.639999,65.970001,23.98,63.07,10.075,46.200001,37.07,47.34,39.91,32.114002,9.8375,32.445984,4.12,20.98,43.669998,32.82,46.709999,27.049999,13.303333,54.27,61.82,23.34,22.26272,27.030001,43.689999,74.160004,41.400002,52.900002,33.220001,69.879997,71.760002,52.650002,12,52.25,24.629999,35.849998,29.52,22.385,27.543594,29.92,53.720001,18.9,40.270329,78.129997,91.349998,36.959999,495.600006,17.66,89.650002,80.410004,145.210007,87.940002,35.110001,40.610447,34.380001,16.532499,83.650002,61.599998,38.950001,27.57,56.860001,58.900002,32.540001,197.119995,76.919998,54.425827,33.846153,35.91,115.900002,33.389999,51.029999,56.432644,43.009998,49.481968,59.77,73.540001,75.410004,37.598049,52.183601,63.669998,40.830002,8.15,65.669998,1397,91.886162,46.149818
"2006-11-29",3.278571,29.57,40.630001,242.567566,70.379997,66.199997,24.333334,63.209999,9.92,46.669998,37.619999,47.560001,40,32.571442,9.7875,32.436119,4.17,21.24,44.560001,33.5,46.889999,27.07,13.423333,54.02,62.470001,23.32,22.440247,27.08,44.16,76.029999,41.849998,53.299999,33.200001,71.050003,72.419998,52.73,12.10875,53.09,24.790001,36.650002,29.18,22.5075,27.869598,30.1,54.040001,19.15,40.727947,78.580002,91.519997,38.23,498.600006,17.85,90.620003,80.980003,144.600006,88.889999,35.459999,40.742607,34.82,16.6875,84.330002,62.060001,40.049999,28.530001,57.849998,58.77,32.57,196.220001,77.410004,55.105713,33.990383,36.259998,116,33.77,51.509998,57.215443,43.345001,50.655933,60.580002,74.989998,77.32,37.831249,52.094475,63.27,40.740002,8.17,68.029999,1402.599976,93.259811,47.912651
"2006-11-30",3.273571,29.360001,40.34,242.647644,71.099998,65.910004,24.66,62.790001,10.175,46.279999,37.970001,49.080002,40.16,32.618118,9.75,32.603825,4.182857,21.4,44.509998,33.91,46.099998,27.49,13.486667,53.849998,61.970001,23.415001,22.387468,26.91,43.830002,76.809998,41.970001,52.299999,33.700001,72.32,71.040001,52.130001,12.36875,53.299999,24.83,36.59,29.549999,22.629999,27.717968,30.16,53.59,19.049999,40.975822,77.919998,91.919998,37.869999,495.899994,17.645,90.449997,81.459999,143.369995,88.529999,35.240002,40.610447,35.049999,16.49,84.209999,62.029999,39.490002,28.77,58.09,58.720001,32.525002,194.800003,76.160004,55.297478,33.923077,36.25,115.43,33.639999,52.259998,56.945023,43.349998,51.303905,60.73,74.839996,77.879997,37.672249,52.344028,63.48,40.490002,8.13,68.480003,1406.400024,94.652031,48.228813
"2006-12-01",3.261429,29.120001,39.41,240.64064,71.199997,65.970001,23.693333,62.689999,10.117,46.009998,38.970001,48.830002,39.349998,32.338055,9.5875,32.643284,4.208571,20.93,45.060001,34,45.869999,27.860001,13.536667,53.5,61.959999,23.285,22.344286,26.690001,43.900002,77.199997,42.080002,52.200001,33.810001,73.110001,69.379997,52.16,12.2,53.16,24.84,36.349998,29.129999,22.620001,27.365429,30.889999,53.400002,18.809999,40.813751,77.309998,91.25,37.650002,493.799988,17.6,90.349998,79.980003,142.300003,89.550003,35.23,40.188797,35.09,16.305,84,61.189999,39.130001,28.67,57.310001,58.549999,32.68,194.5,75.269997,55.245178,33.923077,36.34,114.870003,33.66,52.16,56.503811,42.605,51.357265,61.389999,74.809998,77.639999,37.60865,51.74688,63.290001,40.27,8.04,68.339996,1395.400024,94.429276,48.295876
"2006-12-04",3.254286,29.33,39.099998,242.667664,71.440002,66.279999,24.653334,63.419998,10.008,46.84,39.200001,48.91,39.290001,32.5341,9.63,32.98856,4.132857,21.219999,44.700001,34.240002,46.290001,24.9,13.61,52.650002,62.880001,23.415001,23.078381,27.25,44.18,77.769997,42.5,53.389999,34.400002,73.5,69.150002,53.349998,12.2675,53.950001,25.24,37.5,29.639999,23.0275,27.611828,30.790001,54.029999,19.280001,41.576447,78.029999,93.510002,37.700001,500,17.875,92.139999,80.889999,145.740005,89.580002,35.490002,40.843296,35.23,16.905001,84.400002,61.490002,40.310001,29.26,58.029999,59.889999,33.119999,200.050003,77.260002,57.040775,34.028847,36.630001,116.029999,33.880001,51.779999,56.646137,42.560001,51.273411,61.900002,75.300003,78.160004,42.13483,52.058823,63.630001,42.34,7.89,68.919998,1402,96.146339,47.826427
"2006-12-05",3.259643,29.129999,38.98,243.743744,72.080002,66.169998,24.4,63.509998,9.925,47.200001,39.369999,48.880001,39.150002,32.28204,9.5575,33.7383,4.141428,21.120001,45.389999,34.68,46.48,24.82,13.943334,52.790001,64.169998,24,23.169542,27.040001,44.529999,78.059998,42.75,54.400002,34.689999,73.949997,69.059998,53.099998,12.31375,53.900002,25.290001,38.740002,29.700001,23.987499,27.482941,31.24,54.700001,18.860001,41.309502,78.190002,94.480003,37.349998,505.100006,18.42,92.410004,80.559998,146.699997,90.730003,35.52,40.730019,35.240002,16.924999,84.029999,62.150002,39.220001,29.610001,58.43,59.849998,32.790001,201.610001,77.980003,56.988476,33.91346,36.709999,117.480003,34,51.5,56.759998,43.404999,51.906136,62.43,75.760002,77.919998,42.01823,52.210339,64,43.16,7.68,67.309998,1406,95.24604,48.458748
"2006-12-06",3.208214,28.99,38.900002,244.599594,72.639999,66.029999,24.366667,63.799999,9.913,46.830002,39.919998,49.009998,38.540001,32.627453,9.5675,33.639648,4.068572,20.9,44.669998,34.779999,46.540001,24.799999,13.963333,52.689999,63.709999,24.190001,23.035198,27.09,44.98,76.309998,42.959999,54.43,34.5,73.559998,69.889999,53.580002,12.275,53.75,25.389999,39.18,30.07,23.41,27.486732,31.639999,54.860001,17.879999,40.899551,78.040001,94.120003,37.740002,507.799988,18.43,92.279999,79.800003,147.089996,90.830002,35.52,40.881058,34.990002,17.025,84.160004,63.049999,39.900002,30.040001,58.130001,59.669998,32.93,205,78.610001,56.639816,33.759617,36.43,116.470001,34.200001,51.889999,57.272373,43.139999,52.515987,62.049999,75.400002,77.580002,41.880432,51.978611,64.209999,43.66,7.36,67.110001,1405.199951,94.132271,48.01804
"2006-12-07",3.108572,28.85,38.119999,241.561554,71.660004,66.059998,23.780001,63.799999,9.968,46.630001,38.93,49.490002,37.75,32.580776,9.505,33.679111,3.961429,20.65,43.950001,34.630001,46.369999,24.860001,13.913333,52.490002,63.419998,24.360001,23.049591,26.879999,45.18,75.709999,43.279999,53.68,34.459999,73.32,69.199997,53.529999,12.2425,53.57,25.25,39.139999,29.75,23.295,27.350266,30.870001,53.990002,17.5,40.604008,78.010002,94.230003,37.369999,507.100006,18.24,91.639999,79.559998,147.820007,90.010002,35.490002,40.742607,34.540001,16.719999,84.959999,63,40.169998,30.01,58.07,59.169998,32.814999,200.199997,78.18,56.500355,33.807693,36.349998,116.830002,34.080002,51.360001,56.916557,43.105,53.125839,61.849998,74.730003,76.559998,41.657833,51.283421,63.66,43.240002,7.16,66.730003,1405.400024,93.974487,47.309074
"2006-12-08",3.152143,29.4,38.459999,242.297302,71.5,65.949997,23.700001,63.889999,10.01,46.759998,38.799999,49.91,38.880001,32.963528,9.6325,33.925735,3.95,20.68,43.93,34.970001,46.349998,25.17,14.036667,51.66,63.27,24.455,23.011208,26.98,45.060001,75.5,43.759998,53.689999,34.509998,72.830002,69.879997,53.43,12.13,53.34,25.35,39.540001,29.4,23.200001,27.342684,30.809999,54,17.799999,40.499138,78.110001,93.860001,37.110001,518.5,18.209999,91.82,78.559998,147.149994,90.129997,35.43,40.730019,35,16.530001,84.830002,63.400002,40.799999,30.23,58.130001,59.830002,32.799999,205.100006,78.610001,57.005909,33.91346,36.459999,115.300003,33.959999,50.669998,56.802696,43.055,54.154968,61.450001,74.139999,76.18,41.498833,51.577541,63.82,43.630001,7.23,66.519997,1407,94.150833,47.43362
"2006-12-11",3.169643,29.540001,38.689999,242.207214,71.839996,65.699997,24.106667,63.869999,9.91,47.549999,38.790001,50.09,39.98,33.318275,9.6375,34.053982,4.067143,20.700001,44.009998,35.18,46,25.15,14.23,52.549999,62.759998,24.405001,22.944036,27.110001,44.619999,75.360001,43.580002,54.060001,34.150002,73.699997,69.889999,53.919998,12.18125,53.599998,25.42,38.93,29.299999,23.4725,27.304777,30.9,53.98,18.07,40.232193,77.769997,93.639999,37.709999,528.799988,18.315001,91.330002,78.849998,145.300003,89.779999,35.389999,40.912525,34.950001,16.4375,85.019997,63.07,41.27,30.110001,58.34,59.310001,32.945,202.520004,78.769997,57.755527,33.865383,36.639999,115.07,34,51.34,57.087349,42.869999,53.933895,61.759998,74.620003,76.519997,41.520035,51.809269,64.199997,44.110001,7.24,65.900002,1420,94.939751,47.136623
"2006-12-12",3.076429,29.43,38.459999,241.131134,73.300003,65.580002,23.860001,63.700001,9.575,47.630001,38.700001,50.040001,39.970001,33.383625,10.0125,34.073711,4.052857,20.73,43.619999,35.639999,45.650002,25.17,14.36,52.799999,62.849998,24.450001,23.025602,27.08,44.5,76.25,43.040001,53.240002,34.560001,73.849998,69.669998,54.16,12.07125,54.209999,25.459999,38.869999,29.77,23.202499,27.513268,30.629999,53.900002,17.99,40.070122,76.900002,94.120003,36.790001,522.5,18.145,90.919998,79.010002,146.100006,90.309998,35.34,40.780365,35.540001,16.315001,84.790001,62.279999,41.860001,30.129999,57.720001,59.119999,32.845001,200,78.400002,57.947292,34.26923,37.130001,114.699997,34.380001,50.740002,56.617672,42.98,53.81955,61.939999,73.790001,76.43,41.551834,51.693405,64.949997,44.029999,7.09,66.029999,1422,94.243645,47.328236
"2006-12-13",3.180357,29.549999,38.5,239.734741,73.260002,65.470001,24.139999,63.400002,9.577,47.599998,39.110001,49.709999,40.299999,33.486317,9.7925,33.984924,4.057143,20.700001,43.34,35.549999,45.900002,25.389999,14.286667,53.09,62.759998,24.42,23.011208,27.25,44.169998,77.360001,43.59,53.139999,34.709999,74.400002,69.839996,54.110001,11.98125,54.189999,25.51,38.43,29.43,23.127501,27.509478,30.549999,53.689999,18.02,39.908047,76.510002,94.769997,36.349998,523.200012,18.040001,89.940002,79.25,146.179993,89.599998,35.349998,40.409061,35.240002,15.9925,84.580002,61.490002,41.580002,30.309999,58.5,59.970001,32.779999,198.309998,78.959999,59.010704,34.134617,37.119999,113.18,35.580002,50.169998,56.646137,43.02,54.124477,62.110001,72.889999,77.080002,41.615433,51.960785,64.529999,44.099998,6.88,67.370003,1423,93.73317,47.979717
"2006-12-14",3.1625,30.07,39.02,241.3013,73.5,66.25,24.566668,63.349998,9.56,47.950001,39.970001,49.700001,40.810001,33.691696,9.99,34.251282,3.965714,20.77,43.599998,35.66,46.52,25.559999,14.293333,53.169998,62.5,24.5,23.078381,27.309999,45.400002,78.730003,43.689999,54.110001,34.950001,75.970001,70.050003,53.939999,12.125,54.779999,25.59,39.41,29.93,23.655001,27.858227,31.459999,53.970001,18.02,40.699345,76.839996,95.360001,36.220001,531.099976,18.299999,90.25,78.769997,146.059998,89.93,35.57,39.056011,35.57,15.8375,84.970001,62.119999,42,30.719999,59.75,61.900002,32.849998,200.130005,79.599998,58.644611,34.817307,37.310001,114.970001,35.860001,51.060001,56.959255,43,55.702473,62.419998,73.349998,77.25,41.763832,52.344028,64.879997,44.599998,7.11,68.720001,1440.599976,93.528976,49.74255
